,company,bbb_company_id,phone,user_rating_out_of_5,customer_review_1_date,customer_review_1,business_review_resposne_1_date,buisness_review_resposne_1
146,Carvana LLC,1126-1000037076,8003334554,1,05/12/2024,"When purchasing a new vehicle, I presumed that it would include all applicable safety features including a spare tire. Even when working through their customer service department, they remained steadfast that the inclusion of a spare tire is not their problem.",no response,No response
147,Carvana LLC,1126-1000037076,8003334554,1,05/11/2024,"TERRIBLE- would give zero stars if I could!!Everything was going well up to the validation of personal financing and delivery. I paid $4000 as a down payment, which was immediately withdrawn from my account. My personal financing check was overnighted and arrived before the cut of to confirm delivery - and they still canceled my first appointment. Then when I rescheduled the delivery - Carvana put me in another loop of asking me to verify my financing check - WHICH THEY HAD!! And all of the customer service reps are useless - the one that called me seemed not to totally understand English. And the human text support was useless. They couldn't call me, couldn't put me in contact with someone and kept telling me the only way they could help me was if I rescheduled delivery AGAIN. I got verbal and text confirmation that my payment verification would be fine and my delivery schedule would hold.So now I've canceled my order, canceled the insurance I set up for the vehicle and have to wait until Monday to HOPEFULLY get my money back to my back account and to cancel the loan I set up. TERRIBLE!",no response,No response
148,Carvana LLC,1126-1000037076,8003334554,1,05/11/2024,"I placed an order on Sunday and scheduled my pickup for the following Saturday. I paid the down payment and delivery fee. On Monday, a Carvana agent called me to inform that my order looked good, and my only action item was to upload a photo of my new license. I immediately uploaded the license, expecting to pick up my car on Saturday. However, when I arrived at the dealership, they told me that no order was created and they couldn't find any information about me. I contacted customer support, and they informed me that the order was canceled, and I wouldn't get my $700 delivery fee back, even though they never delivered the car or shared that my delivery was cancelled.",no response,No response
149,Carvana LLC,1126-1000037076,8003334554,1,05/10/2024,"Horrible customer service. I bought a truck that had no floor mats when the floor mats were pictured in the listing when I bought it. When I picked my truck up I asked about the mats and the guy at the ******** hub told me he would put in a work order to have the manufactored mats ordered and shipped to me. Weeks went by (after the 7 day return policy of course) and I never got the mats. I called and spoke with  a lady who told me the order had been placed and to give it a few more weeks. I still never got them. I called again and spoke with  a guy. This time I was told it hadn't been ordered and he was going to send me a check for $****** for the inconvenience and he was going to call the richmond hub to see if they are going to order the mats and he would follow up with me on an answer. I never heard back from him or the richmond hub. I called again and spoke with another guy who was rude off the bat and said the check for ****** was all I get and they would NOT order any mats. I explained the mats that it was supposed to come with were over ****** so the check wasnt even enough to cover it. He proceeded to have an attitude so I asked to speak to a supervisor who wouldn't even listen to me. She simply said there's nothing they can do then she hung the phone up on me while I was talking to her. This is an awful company for sure. Will never buy another car or recommend this place for sure. The miscommunication, Lies, and rude service are unbelievsble here.",no response,No response
150,Carvana LLC,1126-1000037076,8003334554,1,05/10/2024,"Avoid Carvana at all cost! When I first attempted purchasing the vehicle they kept giving me a date it would arrive. I traveled for a living so making my self available to receive it was not easy. The day of delivery they tell me it cant make it and gets scheduled for the next day. After getting the run around multiple times come to find out the vehicle never left ******* and I'm in *********. Ended up being a month later before arrival. Next after only driving the vehicle for 20k miles, only 80k total, everything is just plum worn out. According to the shop they have sold me a lemon from up north with very bad rust damage. According to the mechanic this vehicle should be in good shape for such low mileage and the bad rusting is what contributes to all this premature wear. Also the price was a total rip off, about 3k over blue book. I still owe 15k on the vehicle and they are only offering 7400 to buy it back.",no response,No response
151,Carvana LLC,1126-1000037076,8003334554,1,05/10/2024,I got a kia ***** 5 from caravana and with in the first couple of days the engine locked so they fixed under warranty and I picked it up from midas the next thing I know it was leaking oil in puddles so I took it back and they hade forgotten a oil gasket and so the next week it drove okay and then the engine starting miss firing so I told them to come and pick the car up and it took them 2weeks they had sold me a lemon,no response,No response
152,Carvana LLC,1126-1000037076,8003334554,1,05/09/2024,"If there was a way to enter negative stars I would. The experience with Carvana and Silver Rock, their warranty, is horrendous. Carvana misrepresented the condition of the car. Within 2 weeks of owning the car it was leaking oil. Silver Rock sent me to multiple preferred facilities that were not equipped to work on the car due to the make of the car and the location of the leak impacting the transition. Awful and they refuse to take the car back. Never buy from this company.",no response,No response
153,Carvana LLC,1126-1000037076,8003334554,1,05/08/2024,"Carvana is a waste of time! I'm so dissappointed! They expect you to purchase an extended warranty because if you go one second out of the 100 days you are out of luck. I purchased a 2017 **** Focus... 14 days after the 100 days and only driving it 2200 miles, the transmission started to slip and the valve cover started to leak. 2k worth of repairs. I spoke to multiple people who basically said, so sorry but you are out of luck. You should have purchased the extended warranty. This is not some BS repair Im trying to get fixed. This is so the vehicle can run and it isn't like I have owned it for years. IT WOULD BE AMAZING IF SOMEONE COULD ACTUALLY SEE OUTSIDE THE *** FOR ONE SECOND!!!!!",no response,No response
154,Carvana LLC,1126-1000037076,8003334554,1,05/08/2024,"I have officially been screwed by Carvana.  The brakes are so bad I cant dive it after 8 days.  I was assured during the seven day return that it was covered and I didnt have to worry about it. Well how theyre saying its not covered and Im stuck with that car or I could trade it in and see what they offer me for it. We know Im not gonna get anything, do not buy from Carvana. Its the biggest mistake ever making your life.",no response,No response
155,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,"Never use carvana they price ***** there vehicles. By thousands of dollars, I didnt realize this until I looked into other vehicles to trade the one I got from carvana. Dont believe me look at the asking price of any car on carvana and look up the value on a third party site. Its not hard carvana gives you the *** #, You will see, then they add on all there fee after wards making it even worse. There crooks dont use them ever!!",no response,No response
156,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,Do not buy from carvana. After a horrible buying experience I should have known better and stopped my purchase.  The car came with mega issues and I knew it within the first day of driving. When I talked to carvana they wanted me to go through the warranty experience to see about getting it fixed. That process was a nightmare and I ended up so frustrated I just returned the car back to carvana in order to avoid further headache. It took many phone calls after my return and a lot of arguing to get my deposit back. Buyer beware!,no response,No response
157,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,"**************** is beyond poor, they tell you one thing, to get you off the phone, to find out what they told you is not true.  No prior record of the your prior phone call or convo.  The live chat is about the same, they dont really answer your questions and dont really provide solutions, just trying to get you to move on.",no response,No response
158,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,This company deserves a zero. It was a terrible experience from beginning to end. They sold me a lemon that required over $5000 in work according to their own service provider. I shouldve know better when check engine light came on immediately after driving off. It took weeks before I was refunded my deposit after having to keep the vehicle sitting in my driveway while they processed the return. The customer service was terrible from the moment I arrived and continued poorly until the vehicle was returned and refund processed. Avoid this company at all costs!!!,no response,No response
159,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,"This company sold us a car and within a week it breaks down, they sent it to a mechanic shop for 3 months and when we get it back, within a few days it breaks down again because the part that was replaced was faulty and carvana refuses to help! They are a scam!!!!",no response,No response
160,Carvana LLC,1126-1000037076,8003334554,1,05/07/2024,I traded my car in early February. The car came with a sign that said it was sanatized which it clearly was not. It was absolutely filthy. There was even puke in the back seat which I did not see right away because they put the tiny floor mat over it. With in days I noticed the car would move out of park without pushing on the brake or the shifter would be completely stuck and not shift out of park. The line that connected it was broken. The check engine light was on. I took it in to get fixed. The repair facility took multiple days to complete the work and when I got my car back the center console would no longer stay closed. They put it back together incorrectly. They also did not address the check engine light after I paid the $100 deductible for the silver rock warranty. They cleared the code and said if it came back on to come back. Well it came back on. I ended up finding a different repair facility because of the spotty work they did. The purge valve was faulty and silver rock wouldn't cover it because the manufacture warranty covered it. I had to take it to a dealer to have it fixed. The dealer found a leaking power steering line. Back to a silver rock repair facility to have that repaired under the warranty. All with in the first 90 days I have had my car in the shop four times. I will never buy from Carvana again and I will tell every one I know not to use them. Their **************************************************************** they would have caught these issues.,no response,No response
161,Carvana LLC,1126-1000037076,8003334554,1,05/06/2024,"Don't do it!  Traded in a car and gave me a fair price and delivered our car (Cadillac XT6) the same day.  During the review and looking at pictures on line and even spoke to someone regarding the issues listed.  Which were: Three minor paint blemishes.  Received the car and reviewed the three items with the delivery driver and were pretty accurate.  What they did not have on the list was a heavily scraped front and rear driver side alloy wheel and a heavy chip in the front windshield and no floor mats in the car.  I spoke with the driver and was very nice and accepting and said to call the Carvana and would handle with no issues and gave me some comfort.  It was late this day and said I would call the next day and I did, sent pictures and details and replied with and adamant!!!! THIS IS COSMETIC AND DO NOT HONOR OR OFFER REPAIRS FOR SUCH!  Floor Mats for the car are $600,00 for OEM Front, rear and third row seating mats, the windshield repairs will be who knows how much and the wheel repairs will be over $1,000.00.Don't do it, hours on the phone and chats and it's my problem now.",no response,No response
162,Carvana LLC,1126-1000037076,8003334554,1,05/06/2024,Horrible customer service. Do no stand behind their cars. Took forever to get title so I could trade it in at a dealership.,no response,No response
163,Carvana LLC,1126-1000037076,8003334554,1,05/05/2024,2 failed vehicles in 14 days. On April 14 I traded in my car with carvana and the Porsche I received on day 3 the steering wheel would longer turn.  This happened in the middle of a busy highway. A passerby helped push the car to the side of the road for me and I paid to have it towed to the porsch dealership.  7 days later ****** called stating the repairs (failed electronic steering rack) was ******. The warranty company refused to pay that amount for a car I had only had a week. They called and apologized and offered an exchange.  The ******** truck they gave me on day 7 driving in the middle of freeway the trimming of the car flys off damaging both the door of my car and the car behind me. Yes now an innocent car on the road was affected by this car that was falling to pieces as I drove. Called and spoke with 3 people. The resolution manager ****** basically just said we cant take it back. 2 failing cars in **************************************************************** my life will I even refer an enemy to these people.  They do no inspect their cars. Im once again paying for a rental and having a car towed to a dealers ship and customer service basically just say there is nothing  they can do to help.,no response,No response
164,Carvana LLC,1126-1000037076,8003334554,1,05/04/2024,"Avoid buying from Carvana at all costs! Not having much time in my life I figured Id trade in my higher mileage yet well maintained ******* and get something newer with lower miles the easy way online. Without going into too long of a story the advocates on the phone were all very pleasant and helped as much as they could. I ended up sending back the first three vehicles with serious mechanical issues. They generously offered me a fourth and it was worse than the first three. A five week experience from h*** If you get a vehicle with an issue they wont guarantee any repair, you have to bring it to one of their warranty accepted facilities. When their mechanics find the problem they submit it to the warranty company (blown struts on one of the vehicles) and the warranty company says their approved mechanics are misdiagnosing and they wont cover the repair, it is the customers responsibility to pay for the repair. I heard the mechanic arguing with them over the phone. Bottom line, Carvana does not actually check all of the things on their 150 point inspection list. All vehicles I received had blown brakes. Two had bad alignment issues. One had a slipping transmission and one had blown struts. One even had windshield washer motor that wasnt working. All of these things were noted as good on the Carvana 150 point checklist. ****, lies, lies. Stay as far away from Carvana as you can for purchasing your next new car!",no response,No response
165,Carvana LLC,1126-1000037076,8003334554,1,05/04/2024,"Would not recommend buying or leasing from here. Carvana gave me the run around for 3 days in regards to my insurance for the car my husband was buying. (They refused to accept it even with his name on it) After finally getting everything to go through, and scheduling delivery I explicitly explained I needed it delivered by a certain time to ensure I make it to work on time and they make no attempts or accommodations for your needs. Carvana has been unable to provide tracking information as well as an approximate delivery time. When asked you receive no assistance, they themselves cannot even tell you where your car is. Definitely will never be buying from here again. You will get better service going to drive time or a dealership.",no response,No response
166,Carvana LLC,1126-1000037076,8003334554,1,05/04/2024,"not sure where to start, the driver who came to pick up my car was rude, used alot of bad language , forgot my check had my car sit in my driveway until a tow truck came and got it, he was too lazy to go back to the station to drop off a car on his truck and made sure I knew it was my problem and not his, when called the customer service line I got a supervisor *************************** who was absolutely one of if not the worse customer service person I have ever had to deal with , she refused to give me his name and refused to reach out to his supervisor the threats I received from the driver in my driveway were totally inexcusable ,  , I have   the video of the situation ,it was horrible I will never go with carvana EVER again, The customer service ""supervisor"" denied that a driver would ever be rude and that it was all my fault for the incident that happened in my driveway she kept insisting for me to send her the video and she would get it handled, IT never got handled or escalated, Carvana only cares about the buck and nothing else they hire anyone with a license who can drive a tow truck to deliver and pick up a car thats it nothing else, I regret terribly selling my car to this company , the transaction was a mistake from start to finish, there is absolutely NO CUSTOMER service at all with this, the commercials showing it being easy,, far from it, not one single supervisor called me not one follow up on this transaction of the driver berating me in my front driveway calling me horrible names because I wanted my money in a check , which was the way I was supposed to get paid, threatening me that he knows where I live .. 0 stars not even one for this.",no response,No response
167,Carvana LLC,1126-1000037076,8003334554,1,05/03/2024,"We have been looking for a car at a few different places and decided to go with carvana for the convenience of the delivery that fit our schedule. It shows you when cars can be delivered and were shown multiple cars with a delivery day for saturday. We got everything they asked for, paid for the insurance and carvana took the down payment from my account. They called asking for more documents and we promptly sent what was asked for. Then the delivery date changed with no notice. Luckily I had been keeping watch to see if they needed anything else. I was then told that they require 3 to 5 days to process the payment and the vehicle can't be delivered before then. It does not say this anywhere and you would think that would show in the delivery day that they tell you to get you to buy through them. When I asked about a refund since they took the money quickly so I would be able to go to a local dealership; I was then told once it cleared with them it would take an additional 3 to 5 days to get a refund. All of this was a terrible experience and I should have just went to a regular dealership. Even up to now it is still showing me vehicles that it claims I can get tomorrow.",no response,No response
168,Carvana LLC,1126-1000037076,8003334554,1,05/03/2024,Paid non-refundable shipping cost. Car delivered with poorly concealed and unrepaired damage to bumper that was not listed in the website profile. Carvana states within the parameter for a used car. Take it or refuse it and lose shipping cost. Will never buy or recommend carvana again. Stay Away !,no response,No response
169,Carvana LLC,1126-1000037076,8003334554,1,05/02/2024,"Seriously the worst COMPANY I have ever dealt with. Every employee I have directly interacted with has been pleasant and understanding. First off, when purchasing a vehicle, I had searched for a manual transmission and selected a car labeled with a manual transmission. Upon delivery, the car is an automatic, and I was informed that the car I reviewed in the listing is the literal car, any discrepancy between the listing and the photo is your own fault for not noticing. Not a huge deal, but I dont like being lied to. Two years later, after purchasing CarvanaCare Plus (with terms amounting to coverage for 3 years/******* miles) I am now informed that the repairs required to get the car running again are not covered because the car is over the ******* mile limit set by the warranty. Now, I purchased the vehicle with ****** miles, but nowhere is the distinction made that the coverage is 3 years past POS and ******* miles TOTAL on the car, not additional miles. This is frustrating on its own. The worse part is that I had communicated directly with a real person before the repairs, to make sure I was covered. The website said I had 12 months left, which felt suspicious. The real person asked for the current mileage, which is ******* miles, and told me that I do in fact still have 12 months or ****** miles left. After taking the car in, the warranty was denied be the outside service, claiming that I am over the mileage limit. So they lied directly to my face. I hate this business, there is no other way to say it. They are snakes, lying to get any money they can out of their customers and forcing the customer service team to have to sort out angry customers. Hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate!! Please do not buy a car from them.",no response,No response
170,Carvana LLC,1126-1000037076,8003334554,1,05/02/2024,"I felt like I was racially discriminated against.  Only thing I had to provide was my update license with my name changed on it.  Everything else was verified.  Now after uploading my DLs all of a sudden they cant verify my income!!  After sending 3 tax returns, 6months of paystubs, bank statements, even job verification from my employer (DaVita Dialysis) they still cant verify my job.  6 years at the same job but cant verify.  Even if they didnt want paystubs umm they have tax returns!!!!  SMH Im over it.  But yet they are in the news for selling a car to someone that stole somebody elses identity.    Makes no sense whatsoever.",no response,No response
171,Carvana LLC,1126-1000037076,8003334554,1,05/02/2024,Currently on the second vehicle from carvana. It's not as bad as the first but I'm afraid of exchanging it for a third as it'll be my last exchange. Both vehicles had an engine oil leak. The first was bad. Don't believe carvanas 150 point inspection. They don't look at much. I'm not sure where carvana is getting these vehicles because they look great inside and out but the drive trains are garbage. Stay away from carvana!,no response,No response
172,Carvana LLC,1126-1000037076,8003334554,1,05/02/2024,Thay are very dishonest company. Thay sell used jeeps rusted underneath. Thay have no feeling's for the customer.,no response,No response
173,Carvana LLC,1126-1000037076,8003334554,1,05/01/2024,I'm so upset haven't had my car for a month and it's been in the shop for almost 10 days and will be in the shop longer! I was lied to when I asked about the lights on dashboard and said it just needed to be reset The mechanic said it looked like they tried to fix it but didn't and just shipped the car!!!! Now I'm out of a car for 2 weeks or more and they won't give me a loaner I don't have money to rent and get Reimburse don't go here,no response,No response
174,Carvana LLC,1126-1000037076,8003334554,1,05/01/2024,"??DO NOT BUY FROM CARVANA!!!! They are some scammers!! Got a vehicle from them back in October 2023, They do not do  inspection on there cars! Drove the car back and forward from work to home, wasnt driving hard at all! Two months after I purchased the car, at ******* car wouldnt crank bad battery, call the warranty center. They told me Ill be out of $100, Im like how I just purchased this vehicle, but ok get that fix. A month after that Stabilizer Track light comes on , two months after driving from work the belt came off of the alternator back on the side of the road, pop the hood to see what was going on, oil leakage thats why the belt came off, call Carvana to see what they going to do about this issue. They told me I could trade it in or sell it back to them and pay the deductible. I only had the car 6 months already having issues!! Never again will i purchase from Carvana!!!!",no response,No response
175,Carvana LLC,1126-1000037076,8003334554,1,04/30/2024,"Fraudulent. I purchased a car. Was supposed to be delivered a week later. Its time for delivery and suddenly they say its going to be another four weeks until it can be delivered. But they are saying the cannot locate the car. I also received conflicting notices about whether the car was sold by their partner to another buyer. When I call customer service, it disconnects. When I talk on chat they wont answer basic questions. When I ask to talk to a manager they say they will connect me then it goes into a black hole and I never hear from anyone.",no response,No response
176,Carvana LLC,1126-1000037076,8003334554,1,04/30/2024,"Took 2 days to buy the Jeep because Bridgecrest made a mistake on our other vehicle saying it had been late, which it had not. Carvana FINALLY had a rep to step in and call, to which they admitted they messed up. So the Jeep I had reserved got pushed back 2 days. NOW we get the Jeep, nice from the outside, started driving, COULD BARELY shift gears, check engine light on, radio did not work, emergency brake didn't work, but the worst was the hood FLEW up on the interstate while we were driving. So Carvana is closed, called the next day to let them know, had to pick another vehicle, but the WORST part, they had the nerve to ask for $100 more dollars for the other vehicle. And I had to wait 4 more days, at home, with an undrivable vehicle. 4 days came, picked up the new Jeep, LOW AND BEHOLD, running hot! Had to take off the next day to sit and wait for this vehicle to be repaired. I seriously would avoid this place like the plague. There aren't enough bad words for me to use to describe the experience, service and condition of their cars. 2 people were complaining about their vehicles when we were picking up ours. BE PREPARED FOR THE WORST CARS AND CUSTOMER SERVICE, SERIOUSLY, STAY AWAY!!! THEY WOULDNT HAVE CARED LESS HAD WE WRECKED WHEN THE **** FLEW UP! They are like robots.",no response,No response
177,Carvana LLC,1126-1000037076,8003334554,2,04/30/2024,"I purchased a 2021 jeep renegade. The purchase date was 30 January 2024. The date for return was February 05, 24.  After a month I called the main office in *****, ******* about the registration they said it's in work. I called twice more over the next two months same answer. It's now three weeks before the temporary license expires. I call again to get a new temporary license because it's taking so long to get my new license plates. They said not able as they sent the paperwork to the state for them to process. I received an email within a few days stating the license is being processed by the state of ********** and should have the plates and registration with in 5 to 10 business days. The registration arrived 2 days before the temporary license expired. My complaint is the purchase was finished in January, three payments were made, and I received the registration and new license plates end of April. This is unacceptable. Why should it take this long to get my license plates and registration?",no response,No response
178,Carvana LLC,1126-1000037076,8003334554,1,04/30/2024,"Ive had horrible customer service from beginning to end. The online system works independently of the live customer service advocates, resulting in repeated phone calls that go no where. I could site three different phone calls, but they have sucked up enough of my time. As one example, I was told my verification process was on time, and 15mins later the online system bumped my pickup time back two days because it still wasnt registering the verification livethe live advocates did nothing to address this. Three days later, I was able to get my vehicle, with no actual resolution to the verification issue they brought up in the first place.I was sold a vehicle with the remote start feature, an important part of the decision making process for me in this purchase. When I picked up the vehicle, the button on the *** didnt work. The advocate told me to call silver rock and the warranty would cover it for free. When I had it assessed at the dealership, they said the truck had never even had a remote start installed!!! Im waiting to hear if this will be resolved by either covering this feature or refunding me the overpayment for this feature. Im not holding my breath after the nonsense I experienced up to this point.I will never deal with them again.",no response,No response
179,Carvana LLC,1126-1000037076,8003334554,1,04/29/2024,I purchased my car. Did everything I was supposed to. Ive been waiting for my plates and registration to come in. 2 weeks ago I received an email confirming my registration is being processed and shipped to me. Figured I would receive them before the temp plates expire. Never recieved them. When I called I was told there was an issue on their end with paperwork and it delayed the processing. No one contacted me. No one let me know my paper plates would expire before I received the new ones. Nothing they just emailed me everything was ok. Now Im supposed to go to the *** to get new paper plates. Im supposed to take off work and ******************* to fix a problem they created and lied about saying everything was fine. No one can help with anything. Just Im sorry!! I wouldnt recommend ANYONE giving Carvana business! Theyve lost mine!!,no response,No response
180,Carvana LLC,1126-1000037076,8003334554,1,04/29/2024,They would not deliver my car as promised and made me pick it up.  It was not properly cleaned.  Tires were low.   Dont get ************ as they always find a reason to not honor it.  Just generally a joke.,no response,No response
181,Carvana LLC,1126-1000037076,8003334554,1,04/27/2024,Carvana has taken $700 from as a down payment. They order was canceled and now they refuse to refund my deposit. It is theft under false pretense.,no response,No response
182,Carvana LLC,1126-1000037076,8003334554,1,04/27/2024,"Took my money after I was not approved for a vehicle, then had to wait 14 days for them to return MY money thar I needed for another vehicle.",no response,No response
183,Carvana LLC,1126-1000037076,8003334554,1,04/26/2024,"I am a Senior Citizen who bought a car from Carvana in good faith and paid in full and also purchased their ************ Package. When the car was delivered, I could tell the car had been recently painted - ok, cars get painted. Now just over 8 months the clear coat is peeling exposing the body to the elements. Carvana referred me to SilverRock who then referred me back to Carvana. The run-around has been exhausting. The estimate I got from the Carvana referred Body shop is $3256.87 - just to fix the current damage. No one in their right mind would purchase a car knowing that in just several months in, you would need to spend an additional $3000.00+ . Carvana will do nothing - SilverRock will do nothing - There is nothing on the 150 point inspection that shows when and where the car was repainted nor on the Carfax report which I purchased. Something is terribly wrong about this, and I hope people read this do not under any circumstances buy from Carvana.",no response,No response
184,Carvana LLC,1126-1000037076,8003334554,1,04/26/2024,"Don't be fooled by carvana's 150 point inspection brag because their standards for passing are minimal. I bought a 2019 **** f150. Within first 34 DAYS (important because the cut off is 30 DAYS. Had to replace all 4 speakers, brakes and rotors, battery at my expense. They checked the ""pass"" box on the owner's manual but then add in parentheses ""if available"". If it's not there, then don't PASS it. Also had a bad cowl panel and needed new filters, all which they claimed ""passed."" I bought the extended warranty. Guess what? Silver ********************** doesn't cover Those items. Items which shouldn't have passed their 150-point inspection to begin with. So now I'm on the hook and all carvana wants to claim is that they ""passed within their parameters."" I barely drive anywhere! How could they ALL be bad in 34 days!? Carvana used to be a good place to buy a car, but I guess times are tough now so rather than do right by their LOYAL customers (yes, bought from them before). They'd rather make us choke on their fake inspection process.  Warning. Get your new Carvana vehicle to a trusted local mechanic IMMEDIATELY within the first SEVEN days so that you can get out of the deal or before the first 30 days is up if you'd like to keep it but have the issue's covered. It took me 34 days to uncover all these things gradually.  I missed out by FOUR DAYS and rather than admit they are at fault, they decided to blame ME for not noticing these things sooner!  UNBELIEVABLE!",no response,No response
185,Carvana LLC,1126-1000037076,8003334554,1,04/24/2024,Sold my srt8 ********************************************************************************************************************************** my car was gone finally got another check,no response,No response
186,Carvana LLC,1126-1000037076,8003334554,1,04/22/2024,"DO NOT EVER BUY WITH CARVANA!!!! I purchased a vehicle from them this past November 2023/ I took it to the shop like they said did everything exactly as the "" Warranty stated."" Well My car still isn't fixed they say I'll have to pay out of pocket and they won't reimburse me. Come to find out they put an aftermarket catalytic converter on it before they sold it to me and it is actually incompatible with the car. They ran me around in so many circles after taking it to the shop, renting a rental car till my Warranty ran out of time even though my original shop diagnostic date and mileage was still in the time frame. DO NOT BUY FROM CARVANA, the Warranty SILVER ROCK is a joke and will not reimburse or cover anything like they state in the warranty. I would give them ZERO stars if I could its a horrible company that screws over hard working people. SAVE THE HEADACHE AND MONEY STAY AWAY FROM CARVANA!!!",no response,No response
187,Carvana LLC,1126-1000037076,8003334554,3,04/22/2024,"I bought my last car from Carvana - at the time they were a new company and the experience was wondeful. Years later I needed another car and went to them again The experience has been horrible.They are horrible - HORRIBLE - inflexible on things that should have been simple (won't take scans of license etc.) ******************** made it VERY difficult to talk to an agent to go through the process with - they did not want to provide a customer service number wanted you to work with a 90% useless chat with an agent who had little knowledge and no ability to actually help or work with you & the agent chat is not remotely the same as a person on the phone with you.The bot chat was 100% worthless - They just made the process very drawn out, time consuming and difficult And I have not even gotten the car yet. After trying to get through the submissions process I am worried about the car. And if you fail to accomplish all by the time they tae your hold off the car you are TRYING to buy you have to go through finding a car againAND they will keep your significant delivery deposit ****, ********** **",no response,No response
188,Carvana LLC,1126-1000037076,8003334554,1,04/22/2024,"I went through 3 cars before I got to the final one. Every car had a transmission issue, the car I settled on lets just say its been in the shop more then Ive driven it in the last year. The convenience of not being in the dealership all day isnt worth all this hassle.",no response,No response
189,Carvana LLC,1126-1000037076,8003334554,1,04/22/2024,Horrible.  I would give it a negative star if I could. Every single car I've tried to get from them has had issues of course now I'm stuck on my third trade in no 7 day guarantee I've had it a month at *** and it's already had its transmission replaced and has been in the shop for coil pack replacement starter coil pack spark plugs and now it's doing the same **** thing and I just got the car Friday and here it is Monday and it's going to have to go back into the shop.,no response,No response
190,Carvana LLC,1126-1000037076,8003334554,1,04/21/2024,Worst customer treatment.. shopped for a vehicle which I did not finalize and Carvana took thousands out of my account without my permission.have begun legal action..they literally stole my money,no response,No response
191,Carvana LLC,1126-1000037076,8003334554,1,04/21/2024,"Never received the car but still got charged for a delivery fee. **************** was rude, would not recommend anyone buy from here. They take your money before you're officially approved for the car!",no response,No response
192,Carvana LLC,1126-1000037076,8003334554,1,04/20/2024,"I would give zero stars if I could. The absolute worst company I have ever worked with- DEPLORABLE customer service. ****, condescending, and worst of all, you get a different answer from every representative you speak to. The car I purchased had to have the pickup date moved THREE times because each time I spoke to a representative they told me there was a NEW problem that would keep me from picking up the car. Less than 24 hours before the pickup date they told me they would not accept my loan check and I would have to get a new one printed from the bank, something that cannot be done with such short notice.  If my deadline to submit the check was 4 days before pickup why could they wait until less than one day before to review it? I ended up canceling the order because they were so awful to work with and after a representative told me they would refund the $790 shipping fee they refused to do so. I told them because their representative messed up and promised me that money back they should honor it but they refused. I am now out almost $1000 because of them. Had to purchase insurance for the car which put me out another $200 on top of that. Predators, scammers, all around awful people. I cannot say enough terrible things about this company. I hope they go bankrupt.",no response,No response
193,Carvana LLC,1126-1000037076,8003334554,1,04/19/2024,"First I was happy to buy a *** i3 and everything got approved. A night before picking up my car, Carvana told me they can't move forward with purchase on the phone because they require a phone bull showing my name on it as it's showing on my DL.I was using a tmobile prepaid sim card and just switched to a contract with atnt and carried over the number. By the way, they already received a lot of documents to identity me.Stay away from carvana you will just get upset with bad business practices and lies.",no response,No response
194,Carvana LLC,1126-1000037076,8003334554,1,04/18/2024,Awful process for registration. My temporary tag expired 2 weeks ago and I still don't have my plates. Terrible customer service.,no response,No response
195,Carvana LLC,1126-1000037076,8003334554,1,04/18/2024,"Carvana sold me a car that had zip ties keeping the car together on the bottom, they sound all friendly on the phone but theyre really lying to you. The car I got I couldnt even buy gas because the gas door was jammed shut with rust residue. They lie and pass inspection on their end but when you take it somewhere else its over $7,000 in repair that even silver rock laughs at",no response,No response
196,Carvana LLC,1126-1000037076,8003334554,1,04/18/2024,"Carvana sold us a falsely advertised car. They advertised a 2019 ***** XC60 T6 but delivered a ** instead. We specifically sought a four-wheel drive vehicle, considering it a crucial feature, but we received a car without four-wheel drive capabilities. It's incredibly disappointing that Carvana is unwilling to take back the car.I do not think so they deserve even 1 star. How can you false advertise.",no response,No response
197,Carvana LLC,1126-1000037076,8003334554,1,04/18/2024,"I lost $1090. Non refundable shipping fee, even though the deal fell through. They wouldn't give me enough time to get the check from my credit union until they released the car back to the public so anyone could buy it from under me. I also couldn't use my credit car to pay the difference in price from my loan and the cost of the car. **************** was no help. I am so upset that no one could help me with giving me a few more days to get everything done. I work like most people during the week and had limited time to get to the bank. They also didn't take into account that it was the weekend and nothing could move forward on the weekend. Never will recommend carvana.",no response,No response
